광역지역,세부지역,관광지명,링크,설명,분류
제주특별자치도,제주시,ABC마트 GS제주칠성,https://data.visitkorea.or.kr/page/2923619,-,Place
지역 미상,세부 지역 미상,이니스프리행복한백화점점,https://data.visitkorea.or.kr/page/2923461,-,Shopping
지역 미상,세부 지역 미상,게스 롯데백화점평촌점,https://data.visitkorea.or.kr/page/2923081,-,Shopping
지역 미상,세부 지역 미상,레고 롯데월드몰,https://data.visitkorea.or.kr/page/2924138,-,Place
지역 미상,이천시,데코 롯데아울렛 이천점,https://data.visitkorea.or.kr/page/2923559,-,Shopping
지역 미상,세부 지역 미상,닥스골프,https://data.visitkorea.or.kr/page/2923174,-,Place
지역 미상,세부 지역 미상,오렌지멀티 MLB 두타,https://data.visitkorea.or.kr/page/2924078,-,Place
지역 미상,세부 지역 미상,이팝나무 인사,https://data.visitkorea.or.kr/page/2923707,-,Place
지역 미상,성남시,올리브영 성남수정,https://data.visitkorea.or.kr/page/2923327,-,Place
지역 미상,세부 지역 미상,파르베행복한백화점점,https://data.visitkorea.or.kr/page/2923512,-,Shopping
지역 미상,이천시,플라스틱아일랜드 롯데이천,https://data.visitkorea.or.kr/page/2922970,-,Place
지역 미상,세부 지역 미상,엘지베스트샵 발안점,https://data.visitkorea.or.kr/page/2923494,-,Place
부산광역시,부산시,아이젠트리안경 부산대,https://data.visitkorea.or.kr/page/2922933,-,Place
지역 미상,세부 지역 미상,콜렉트 삼성,https://data.visitkorea.or.kr/page/2923220,-,Place
지역 미상,세부 지역 미상,미니멈건대스타시티,https://data.visitkorea.or.kr/page/2924124,-,Place
지역 미상,세부 지역 미상,올리브영 가양역,https://data.visitkorea.or.kr/page/2923925,-,Place
제주특별자치도,제주시,EW 스파오 신제주,https://data.visitkorea.or.kr/page/2923735,-,Place
인천광역시,인천시,갤럭시 롯데 인천터미널점,https://data.visitkorea.or.kr/page/2922966,-,Place
지역 미상,하남시,내셔널지오그래픽 스타필드하남,https://data.visitkorea.or.kr/page/2923730,-,Place
지역 미상,세부 지역 미상,르꼬끄스포르티브,https://data.visitkorea.or.kr/page/2923160,-,Place
지역 미상,안산시,아트박스 안산,https://data.visitkorea.or.kr/page/2924217,-,Place
지역 미상,안산시,맥 롯데안산,https://data.visitkorea.or.kr/page/2924959,-,Place
지역 미상,세부 지역 미상,올리브영 성수역,https://data.visitkorea.or.kr/page/2924769,-,Place
지역 미상,세부 지역 미상,구찌 남성 롯데월드타워점,https://data.visitkorea.or.kr/page/2924579,-,Place
지역 미상,세부 지역 미상,올리브영 신촌대로,https://data.visitkorea.or.kr/page/2924402,-,Place
지역 미상,세부 지역 미상,KK롯데건대(금강_금강제화),https://data.visitkorea.or.kr/page/2924212,-,Place
지역 미상,안산시,MLB 롯데안산,https://data.visitkorea.or.kr/page/2924727,-,Place
지역 미상,세부 지역 미상,대현 듀엘 현대동대문,https://data.visitkorea.or.kr/page/2924537,-,Place
지역 미상,세부 지역 미상,EW 스파오 AK&홍대,https://data.visitkorea.or.kr/page/2924347,-,Place
지역 미상,여주시,LF 닥스종합 신세계여주,https://data.visitkorea.or.kr/page/2924662,-,Place
지역 미상,세부 지역 미상,이니스프리 이태원,https://data.visitkorea.or.kr/page/2924472,-,Place
지역 미상,세부 지역 미상,반스 타임스퀘어,https://data.visitkorea.or.kr/page/2924625,-,Place
지역 미상,여주시,대현 모조에스핀 신세계여주,https://data.visitkorea.or.kr/page/2924435,-,Place
지역 미상,구리시,NBA 롯데구리,https://data.visitkorea.or.kr/page/2924245,-,Place
지역 미상,안산시,Ck언더웨어 롯데안산점,https://data.visitkorea.or.kr/page/2924797,-,Place
지역 미상,세부 지역 미상,정관장 남포,https://data.visitkorea.or.kr/page/2924430,-,Place
지역 미상,세부 지역 미상,갤럭시 빨질렐리 현대가든파이브,https://data.visitkorea.or.kr/page/2924240,-,Place
지역 미상,안산시,디올 롯데안산,https://data.visitkorea.or.kr/page/2924945,-,Place
지역 미상,부천시,올리브영 부천중동,https://data.visitkorea.or.kr/page/2924908,-,Place
지역 미상,세부 지역 미상,부루&주디,https://data.visitkorea.or.kr/page/2924528,-,Place
지역 미상,파주시,와코루 신세계파주,https://data.visitkorea.or.kr/page/2924750,-,Place
지역 미상,세부 지역 미상,일비종떼 월드타워점,https://data.visitkorea.or.kr/page/2924560,-,Place
지역 미상,안산시,레노마침구 롯데안산,https://data.visitkorea.or.kr/page/2924713,-,Place
제주특별자치도,제주시,베베드피노 제주노형,https://data.visitkorea.or.kr/page/2924333,-,Place
지역 미상,파주시,닥스키즈 롯데파주,https://data.visitkorea.or.kr/page/2924885,-,Place
지역 미상,세부 지역 미상,이니스프리 이대역1번출구,https://data.visitkorea.or.kr/page/2924468,-,Place
지역 미상,세부 지역 미상,플레이키즈프로,https://data.visitkorea.or.kr/page/2924278,-,Place
지역 미상,세부 지역 미상,아디다스오리지널 롯데월드몰,https://data.visitkorea.or.kr/page/2924653,-,Place
충청북도,청주시,유니클로 현대청주,https://data.visitkorea.or.kr/page/2924463,-,Place
지역 미상,세부 지역 미상,이마트 미아,https://data.visitkorea.or.kr/page/2924806,-,Place
지역 미상,세부 지역 미상,로이드 현대동대문,https://data.visitkorea.or.kr/page/2924616,-,Place
지역 미상,세부 지역 미상,미니멈 현대동대문,https://data.visitkorea.or.kr/page/2924426,-,Place
지역 미상,세부 지역 미상,띠어리 롯데백화점 에비뉴엘 월드타워점,https://data.visitkorea.or.kr/page/2924236,-,Shopping
지역 미상,세부 지역 미상,아디다스 스타필드 코엑스몰점,https://data.visitkorea.or.kr/page/2924788,-,Place
지역 미상,세부 지역 미상,올젠 현대동대문,https://data.visitkorea.or.kr/page/2924598,-,Place
지역 미상,세부 지역 미상,온더스팟 명동점,https://data.visitkorea.or.kr/page/2924801,-,Place
지역 미상,세부 지역 미상,이마트트레이더스 서면,https://data.visitkorea.or.kr/page/2924421,-,Place
지역 미상,안산시,에스티로더 롯데안산,https://data.visitkorea.or.kr/page/2924936,-,Place
지역 미상,세부 지역 미상,올리브영 장지역,https://data.visitkorea.or.kr/page/2924746,-,Place
지역 미상,김포시,캉골 현대김포,https://data.visitkorea.or.kr/page/2924556,-,Place
울산광역시,성남시,아트박스 울산성남,https://data.visitkorea.or.kr/page/2924329,-,Place
지역 미상,세부 지역 미상,비비안웨스트우드 롯데백화점 에비뉴엘 월드타워점,https://data.visitkorea.or.kr/page/2924171,-,Shopping
지역 미상,안산시,토박스 롯데안산,https://data.visitkorea.or.kr/page/2924704,-,Place
지역 미상,세부 지역 미상,네이처컬렉션 광화문,https://data.visitkorea.or.kr/page/2924324,-,Place
지역 미상,세부 지역 미상,부쉐론 롯데 에비뉴엘월드타워점,https://data.visitkorea.or.kr/page/2924686,-,Place
지역 미상,세부 지역 미상,올리브영 남부터미널,https://data.visitkorea.or.kr/page/2924839,-,Place
지역 미상,세부 지역 미상,까르띠에 롯데월드타워점,https://data.visitkorea.or.kr/page/2924459,-,Place
지역 미상,세부 지역 미상,네이처컬렉션 강남대로1호,https://data.visitkorea.or.kr/page/2924264,-,Place
지역 미상,시흥시,지오다노 신세계시흥,https://data.visitkorea.or.kr/page/2924417,-,Place
지역 미상,세부 지역 미상,홈플러스 성서,https://data.visitkorea.or.kr/page/2924589,-,Place
지역 미상,세부 지역 미상,서플라이루트 가로수,https://data.visitkorea.or.kr/page/2924412,-,Place
지역 미상,세부 지역 미상,가버 현대가든파이브,https://data.visitkorea.or.kr/page/2924584,-,Place
지역 미상,파주시,에이케이골프 신세계파주,https://data.visitkorea.or.kr/page/2924737,-,Place
대구광역시,대구시,유니클로 대구대천,https://data.visitkorea.or.kr/page/2924162,-,Place
지역 미상,세부 지역 미상,ABC마트 천호점,https://data.visitkorea.or.kr/page/2924505,-,Place
지역 미상,이천시,올리브데올리브 롯데이천,https://data.visitkorea.or.kr/page/2924315,-,Place
지역 미상,세부 지역 미상,줌인,https://data.visitkorea.or.kr/page/2924487,-,Place
지역 미상,세부 지역 미상,정관장 성행당,https://data.visitkorea.or.kr/page/2924500,-,Place
지역 미상,김포시,언더아머코리아 현대김포,https://data.visitkorea.or.kr/page/2924482,-,Place
지역 미상,세부 지역 미상,스와치멀티샾,https://data.visitkorea.or.kr/page/2924825,-,Place
지역 미상,세부 지역 미상,블랙야크 키즈,https://data.visitkorea.or.kr/page/2924635,-,Place
지역 미상,김포시,시슬리 현대김포,https://data.visitkorea.or.kr/page/2924445,-,Place
지역 미상,세부 지역 미상,이마트 보라,https://data.visitkorea.or.kr/page/2924408,-,Place
지역 미상,세부 지역 미상,산드로옴므 롯데백화점 에비뉴엘 월드타워점,https://data.visitkorea.or.kr/page/2924218,-,Shopping
지역 미상,세부 지역 미상,핫트랙스 수유점,https://data.visitkorea.or.kr/page/2924440,-,Place
지역 미상,세부 지역 미상,올리브영 홈플러스영등포,https://data.visitkorea.or.kr/page/2924765,-,Place
지역 미상,세부 지역 미상,널디,https://data.visitkorea.or.kr/page/2924385,-,Place
지역 미상,세부 지역 미상,엠엘비키즈,https://data.visitkorea.or.kr/page/2924348,-,Place
지역 미상,세부 지역 미상,타미힐피거,https://data.visitkorea.or.kr/page/2924380,-,Place
지역 미상,세부 지역 미상,폴햄 이시아폴리스,https://data.visitkorea.or.kr/page/2924533,-,Place
지역 미상,세부 지역 미상,발렌티노 신세계 강남점,https://data.visitkorea.or.kr/page/2924478,-,Place
지역 미상,여주시,발렌티노 신세계 여주점,https://data.visitkorea.or.kr/page/2924473,-,Place
지역 미상,이천시,아이잗바바 롯데이천,https://data.visitkorea.or.kr/page/2924798,-,Place
지역 미상,세부 지역 미상,올리브영삼산점,https://data.visitkorea.or.kr/page/2924621,-,Place
지역 미상,용인시,아트박스 용인중앙,https://data.visitkorea.or.kr/page/2924431,-,Place
지역 미상,세부 지역 미상,아레나,https://data.visitkorea.or.kr/page/2924241,-,Place
지역 미상,세부 지역 미상,다이나핏 현대가든파이브,https://data.visitkorea.or.kr/page/2924566,-,Place
지역 미상,김포시,한섬 오즈세컨 현대김포,https://data.visitkorea.or.kr/page/2924376,-,Place
지역 미상,세부 지역 미상,발렌티노남성 신세계 본점,https://data.visitkorea.or.kr/page/2924529,-,Place
지역 미상,세부 지역 미상,올리브영 가산디지털단지역,https://data.visitkorea.or.kr/page/2924339,-,Place
지역 미상,세부 지역 미상,KL,https://data.visitkorea.or.kr/page/2924751,-,Place
지역 미상,파주시,한섬 마인 신세계파주,https://data.visitkorea.or.kr/page/2924561,-,Place
지역 미상,세부 지역 미상,게스언더,https://data.visitkorea.or.kr/page/2924334,-,Place
지역 미상,세부 지역 미상,아디다스 롯데월드몰,https://data.visitkorea.or.kr/page/2924659,-,Place
지역 미상,세부 지역 미상,루이비통 롯데 월드타워점,https://data.visitkorea.or.kr/page/2924469,-,Place
지역 미상,세부 지역 미상,데상트골프 롯데김해,https://data.visitkorea.or.kr/page/2924279,-,Place
지역 미상,세부 지역 미상,ER 뉴코아아울렛 창원,https://data.visitkorea.or.kr/page/2924691,-,Shopping
지역 미상,세부 지역 미상,로저드뷔 롯데 월드타워점,https://data.visitkorea.or.kr/page/2924464,-,Place
지역 미상,안산시,K2롯데안산점,https://data.visitkorea.or.kr/page/2924807,-,Place
지역 미상,이천시,올젠 롯데이천,https://data.visitkorea.or.kr/page/2924427,-,Place
지역 미상,세부 지역 미상,아디다스오리지널 스타필드 코엑스점,https://data.visitkorea.or.kr/page/2924789,-,Place
지역 미상,안산시,올젠 롯데안산,https://data.visitkorea.or.kr/page/2924802,-,Place
지역 미상,안산시,MLB 키즈 롯데안산,https://data.visitkorea.or.kr/page/2924612,-,Place
지역 미상,세부 지역 미상,행텐,https://data.visitkorea.or.kr/page/2924784,-,Place
지역 미상,세부 지역 미상,클럽모나코 월드타워점,https://data.visitkorea.or.kr/page/2924557,-,Place
지역 미상,세부 지역 미상,마이리틀타이거 현대가든파이브,https://data.visitkorea.or.kr/page/2924552,-,Place
지역 미상,세부 지역 미상,미그웨치 신촌,https://data.visitkorea.or.kr/page/2924172,-,Place
지역 미상,김포시,ABC마트 롯데 김포점,https://data.visitkorea.or.kr/page/2924497,-,Place
지역 미상,세부 지역 미상,ABC마트 타임스퀘어점,https://data.visitkorea.or.kr/page/2924510,-,Place
지역 미상,세부 지역 미상,코오롱 엘로드 현대가든파이브,https://data.visitkorea.or.kr/page/2924320,-,Place
부산광역시,부산시,아레나 롯데동부산,https://data.visitkorea.or.kr/page/2924872,-,Place
지역 미상,세부 지역 미상,이마트 진주,https://data.visitkorea.or.kr/page/2924455,-,Place
지역 미상,여주시,리틀그라운드 신세계여주,https://data.visitkorea.or.kr/page/2924830,-,Place
지역 미상,안산시,프랜치캣 롯데안산,https://data.visitkorea.or.kr/page/2924640,-,Place
지역 미상,시흥시,코오롱 슈콤마보니 신세계시흥,https://data.visitkorea.or.kr/page/2924585,-,Place
지역 미상,세부 지역 미상,샤넬,https://data.visitkorea.or.kr/page/2924395,-,Place
지역 미상,김포시,IDL 마쥬 현대김포,https://data.visitkorea.or.kr/page/2924548,-,Place
지역 미상,수원시,갤럭시 AK 수원점,https://data.visitkorea.or.kr/page/2924770,-,Place
지역 미상,세부 지역 미상,데상트골프 롯데기흥,https://data.visitkorea.or.kr/page/2924580,-,Place
지역 미상,세부 지역 미상,에메필 서면,https://data.visitkorea.or.kr/page/2924923,-,Place
지역 미상,광명시,블랙야크키즈 롯데광명,https://data.visitkorea.or.kr/page/2924163,-,Place
지역 미상,세부 지역 미상,한섬 타임 현대가든파이브,https://data.visitkorea.or.kr/page/2924506,-,Place
지역 미상,세부 지역 미상,캉골키즈,https://data.visitkorea.or.kr/page/2924316,-,Place
지역 미상,세부 지역 미상,ABC마트 이시아폴리스점,https://data.visitkorea.or.kr/page/2924501,-,Place
제주특별자치도,제주시,아디다스오리지날 제주칠성,https://data.visitkorea.or.kr/page/2924636,-,Place
지역 미상,세부 지역 미상,핫트랙스 목동점,https://data.visitkorea.or.kr/page/2924446,-,Place
지역 미상,세부 지역 미상,비너스 현대가든파이브,https://data.visitkorea.or.kr/page/2924219,-,Place
지역 미상,세부 지역 미상,톰보이 현대가든파이브,https://data.visitkorea.or.kr/page/2924821,-,Place
대구광역시,대구시,토니모리 대구반월당,https://data.visitkorea.or.kr/page/2924631,-,Place
지역 미상,세부 지역 미상,유니클로 롯데몰진주,https://data.visitkorea.or.kr/page/2924441,-,Place
지역 미상,세부 지역 미상,메이크업포에버,https://data.visitkorea.or.kr/page/2924404,-,Place
지역 미상,세부 지역 미상,SI 자주 스타필드위례,https://data.visitkorea.or.kr/page/2924214,-,Place
지역 미상,세부 지역 미상,발렌시아가 롯데에비뉴엘월드점,https://data.visitkorea.or.kr/page/2924576,-,Place
지역 미상,파주시,코우치 신세계파주,https://data.visitkorea.or.kr/page/2924539,-,Place
지역 미상,수원시,올리브영 수원매탄,https://data.visitkorea.or.kr/page/2924761,-,Place
지역 미상,고양시,롯데 고양터미널점(SJSJ),https://data.visitkorea.or.kr/page/2924571,-,Place
지역 미상,세부 지역 미상,에뜨와,https://data.visitkorea.or.kr/page/2924344,-,Place
지역 미상,세부 지역 미상,올리브영,https://data.visitkorea.or.kr/page/2924479,-,Place
지역 미상,세부 지역 미상,데무 현대가든파이브,https://data.visitkorea.or.kr/page/2924474,-,Place
대전광역시,대전시,아트박스 대전은행,https://data.visitkorea.or.kr/page/2924627,-,Place
지역 미상,세부 지역 미상,유니클로 롯데미아,https://data.visitkorea.or.kr/page/2924437,-,Place
지역 미상,세부 지역 미상,네파 현대동대문,https://data.visitkorea.or.kr/page/2924622,-,Place
지역 미상,세부 지역 미상,홈플러스 잠실,https://data.visitkorea.or.kr/page/2924432,-,Place
제주특별자치도,제주시,빈폴 제주칠성,https://data.visitkorea.or.kr/page/2924947,-,Place
지역 미상,세부 지역 미상,올리브영 휘경동,https://data.visitkorea.or.kr/page/2924757,-,Place
지역 미상,고양시,머렐 롯데아울렛 고양점,https://data.visitkorea.or.kr/page/2924567,-,Shopping
지역 미상,세부 지역 미상,트루젠,https://data.visitkorea.or.kr/page/2924372,-,Place
지역 미상,세부 지역 미상,올리브데올리브 롯데기흥,https://data.visitkorea.or.kr/page/2924335,-,Place
지역 미상,안산시,노스페이스 롯데안산,https://data.visitkorea.or.kr/page/2924900,-,Place
지역 미상,세부 지역 미상,EW 뉴발란스 롯데기흥,https://data.visitkorea.or.kr/page/2924520,-,Place
지역 미상,세부 지역 미상,대현 모조에스핀 현대가든파이브,https://data.visitkorea.or.kr/page/2924330,-,Place
지역 미상,세부 지역 미상,내셔널지오그래픽 키즈,https://data.visitkorea.or.kr/page/2924692,-,Place
지역 미상,세부 지역 미상,리복 롯데 월드몰점,https://data.visitkorea.or.kr/page/2924655,-,Place
지역 미상,세부 지역 미상,홈플러스스토어즈 내당,https://data.visitkorea.or.kr/page/2924465,-,Place
지역 미상,세부 지역 미상,올리브영 광안리,https://data.visitkorea.or.kr/page/2924618,-,Place
지역 미상,세부 지역 미상,르라보 이태원,https://data.visitkorea.or.kr/page/2924238,-,Place
지역 미상,세부 지역 미상,아이더블유씨 롯데월드타워점,https://data.visitkorea.or.kr/page/2924460,-,Place
지역 미상,세부 지역 미상,칼하트WIP 코엑스몰,https://data.visitkorea.or.kr/page/2924803,-,Place
부산광역시,부산시,만다리나덕 신세계부산,https://data.visitkorea.or.kr/page/2924423,-,Place
지역 미상,안산시,롯데 tops 롯데안산,https://data.visitkorea.or.kr/page/2924975,-,Place
지역 미상,세부 지역 미상,자라홈 스타필드 코엑스몰,https://data.visitkorea.or.kr/page/2924785,-,Place
지역 미상,세부 지역 미상,코스 롯데월드몰점,https://data.visitkorea.or.kr/page/2924595,-,Place
지역 미상,세부 지역 미상,K2 현대가산,https://data.visitkorea.or.kr/page/2924938,-,Place
지역 미상,김포시,한섬 시스템옴므 현대김포,https://data.visitkorea.or.kr/page/2924178,-,Place
지역 미상,세부 지역 미상,아프리카안경 파르나스몰,https://data.visitkorea.or.kr/page/2924553,-,Place
지역 미상,세부 지역 미상,올리브영 이태원입구,https://data.visitkorea.or.kr/page/2924173,-,Place
지역 미상,세부 지역 미상,롯데하이마트 월드타워점,https://data.visitkorea.or.kr/page/2924516,-,Place
지역 미상,세부 지역 미상,라코스테,https://data.visitkorea.or.kr/page/2924326,-,Place
지역 미상,세부 지역 미상,플레이키즈 프로,https://data.visitkorea.or.kr/page/2924688,-,Place
지역 미상,세부 지역 미상,KK롯데서면(금강_금강제화),https://data.visitkorea.or.kr/page/2924498,-,Place
지역 미상,세부 지역 미상,ABC마트 테크노마트 강변점,https://data.visitkorea.or.kr/page/2924511,-,Place
지역 미상,세부 지역 미상,K2,https://data.visitkorea.or.kr/page/2924321,-,Place
지역 미상,세부 지역 미상,제이에스티나 롯데 스타시티점,https://data.visitkorea.or.kr/page/2924456,-,Place
부산광역시,부산시,올리브영 부산용호,https://data.visitkorea.or.kr/page/2924641,-,Place
지역 미상,세부 지역 미상,트리아나,https://data.visitkorea.or.kr/page/2924451,-,Place
지역 미상,안산시,헤라 롯데안산,https://data.visitkorea.or.kr/page/2924966,-,Place
지역 미상,세부 지역 미상,Mcm,https://data.visitkorea.or.kr/page/2924776,-,Place
지역 미상,세부 지역 미상,에이치엔엠 롯데월드몰,https://data.visitkorea.or.kr/page/2924586,-,Place
광주광역시,광주시,미우미우 롯데 광주점,https://data.visitkorea.or.kr/page/2924961,-,Place
지역 미상,세부 지역 미상,지오다노 타임스퀘어,https://data.visitkorea.or.kr/page/2924771,-,Place
지역 미상,고양시,오가닉맘 고양터미널점,https://data.visitkorea.or.kr/page/2924581,-,Place
지역 미상,안산시,닥스 롯데안산,https://data.visitkorea.or.kr/page/2924924,-,Place
지역 미상,춘천시,ABC마트 춘천명동점,https://data.visitkorea.or.kr/page/2924507,-,Place
서울특별시,세부 지역 미상,정관장 서울대,https://data.visitkorea.or.kr/page/2924317,-,Place
지역 미상,세부 지역 미상,ABC마트 NC 강서점,https://data.visitkorea.or.kr/page/2924489,-,Place
제주특별자치도,제주시,ABC마트 제주칠성점,https://data.visitkorea.or.kr/page/2924502,-,Place
지역 미상,안산시,리틀그라운드 롯데안산,https://data.visitkorea.or.kr/page/2924637,-,Place
광주광역시,광주시,올리브영 광주송정역,https://data.visitkorea.or.kr/page/2924447,-,Place
지역 미상,세부 지역 미상,이니스프리 대학로,https://data.visitkorea.or.kr/page/2924632,-,Place
울산광역시,울산시,MUJI 롯데울산,https://data.visitkorea.or.kr/page/2924442,-,Place
지역 미상,세부 지역 미상,CP컴퍼니,https://data.visitkorea.or.kr/page/2924215,-,Place
지역 미상,수원시,빈폴 AK 수원,https://data.visitkorea.or.kr/page/2924767,-,Place
지역 미상,세부 지역 미상,마시모두띠 롯데월드몰,https://data.visitkorea.or.kr/page/2924577,-,Place
대구광역시,대구시,빈폴 롯데 대구점,https://data.visitkorea.or.kr/page/2924572,-,Place
제주특별자치도,제주시,나이키 제주칠성,https://data.visitkorea.or.kr/page/2924345,-,Place
지역 미상,세부 지역 미상,마인드브릿지,https://data.visitkorea.or.kr/page/2924530,-,Place
지역 미상,세부 지역 미상,슬립앤슬립,https://data.visitkorea.or.kr/page/2924340,-,Place
지역 미상,안산시,랄프로렌 롯데안산,https://data.visitkorea.or.kr/page/2924855,-,Place
지역 미상,안산시,블루독 베이비 롯데안산,https://data.visitkorea.or.kr/page/2924628,-,Place
지역 미상,세부 지역 미상,핫트랙스 영등포점,https://data.visitkorea.or.kr/page/2924438,-,Place
지역 미상,세부 지역 미상,에잇세컨즈 롯데월드몰점,https://data.visitkorea.or.kr/page/2924660,-,Place
지역 미상,세부 지역 미상,올리브영 강남중앙,https://data.visitkorea.or.kr/page/2924470,-,Place
지역 미상,세부 지역 미상,크리스 팬텀 롯데팩토리가산,https://data.visitkorea.or.kr/page/2924623,-,Place
지역 미상,세부 지역 미상,신세계백화점 김해,https://data.visitkorea.or.kr/page/2924243,-,Shopping
지역 미상,안산시,헤지스 롯데안산,https://data.visitkorea.or.kr/page/2924795,-,Place
지역 미상,고양시,롯데 고양터미널점(시스템),https://data.visitkorea.or.kr/page/2924568,-,Place
지역 미상,안산시,빈폴 롯데안산,https://data.visitkorea.or.kr/page/2924790,-,Place
지역 미상,세부 지역 미상,아디다스 현대가든파이브,https://data.visitkorea.or.kr/page/2924563,-,Place
대구광역시,대구시,유니클로 신세계대구,https://data.visitkorea.or.kr/page/2924373,-,Place
지역 미상,세부 지역 미상,올리브영 마포역,https://data.visitkorea.or.kr/page/2924526,-,Place
지역 미상,여주시,데상트 신세계여주,https://data.visitkorea.or.kr/page/2924711,-,Place
지역 미상,세부 지역 미상,프로젝트M 현대동대문,https://data.visitkorea.or.kr/page/2924331,-,Place
지역 미상,안산시,알레르망 롯데안산,https://data.visitkorea.or.kr/page/2924656,-,Place
지역 미상,세부 지역 미상,바쉐론콘스탄틴 롯데 월드타워점,https://data.visitkorea.or.kr/page/2924466,-,Place
지역 미상,안산시,코렐 롯데안산,https://data.visitkorea.or.kr/page/2924619,-,Place
지역 미상,세부 지역 미상,LR롯데서면(금강_랜드로바),https://data.visitkorea.or.kr/page/2924429,-,Place
지역 미상,수원시,이마트 수원,https://data.visitkorea.or.kr/page/2924651,-,Place
지역 미상,김포시,플랙진 현대김포,https://data.visitkorea.or.kr/page/2924461,-,Place
지역 미상,세부 지역 미상,크리스 PING 현대동대문,https://data.visitkorea.or.kr/page/2924614,-,Place
지역 미상,여주시,한섬 오브제 신세계여주,https://data.visitkorea.or.kr/page/2924424,-,Place
지역 미상,세부 지역 미상,스타일러스 현대가든파이브,https://data.visitkorea.or.kr/page/2924596,-,Place
지역 미상,세부 지역 미상,젠틀몬스터 현대목동,https://data.visitkorea.or.kr/page/2924749,-,Place
지역 미상,세부 지역 미상,올리브영 마포도화,https://data.visitkorea.or.kr/page/2924559,-,Place
지역 미상,김포시,던롭 현대김포2호,https://data.visitkorea.or.kr/page/2924369,-,Place
지역 미상,안산시,르꼬끄골프 롯데안산,https://data.visitkorea.or.kr/page/2924781,-,Place
지역 미상,세부 지역 미상,스페이스눌 월드타워점,https://data.visitkorea.or.kr/page/2924554,-,Place
지역 미상,안산시,엘르파리 롯데안산,https://data.visitkorea.or.kr/page/2924707,-,Place
지역 미상,세부 지역 미상,롯데하이마트 광복점,https://data.visitkorea.or.kr/page/2924517,-,Place
지역 미상,세부 지역 미상,올앤선드리 현대송도,https://data.visitkorea.or.kr/page/2924327,-,Place
지역 미상,세부 지역 미상,디스커버리 타임스퀘어점,https://data.visitkorea.or.kr/page/2924689,-,Place
지역 미상,세부 지역 미상,ABC마트 홍대점,https://data.visitkorea.or.kr/page/2924512,-,Place
지역 미상,춘천시,올리브영 춘천명동,https://data.visitkorea.or.kr/page/2924322,-,Place
지역 미상,안산시,네파롯데안산점,https://data.visitkorea.or.kr/page/2924832,-,Place
지역 미상,세부 지역 미상,핫트랙스 잠실점,https://data.visitkorea.or.kr/page/2924452,-,Place
지역 미상,세부 지역 미상,밍크뮤,https://data.visitkorea.or.kr/page/2924262,-,Place
지역 미상,세부 지역 미상,루이까또즈,https://data.visitkorea.or.kr/page/2924415,-,Place
지역 미상,세부 지역 미상,이마트트레이더스 송림,https://data.visitkorea.or.kr/page/2924587,-,Place
지역 미상,세부 지역 미상,올리브영 홍대대학로,https://data.visitkorea.or.kr/page/2924397,-,Place
지역 미상,세부 지역 미상,지오지아 현대동대문,https://data.visitkorea.or.kr/page/2924600,-,Place
지역 미상,세부 지역 미상,이마트 흥덕,https://data.visitkorea.or.kr/page/2924410,-,Place
지역 미상,수원시,갤럭시라이프스타일 수원점,https://data.visitkorea.or.kr/page/2924772,-,Place
지역 미상,세부 지역 미상,고세 현대가든파이브,https://data.visitkorea.or.kr/page/2924582,-,Place
지역 미상,세부 지역 미상,본 현대동대문,https://data.visitkorea.or.kr/page/2924392,-,Place
경상북도,세부 지역 미상,올리브영 경북대,https://data.visitkorea.or.kr/page/2924925,-,Place
지역 미상,세부 지역 미상,한섬 타미힐피거 명동,https://data.visitkorea.or.kr/page/2924165,-,Place
지역 미상,세부 지역 미상,STYLE FIT 두타,https://data.visitkorea.or.kr/page/2924508,-,Place
지역 미상,안산시,닥스 키즈 롯데안산,https://data.visitkorea.or.kr/page/2924675,-,Place
지역 미상,세부 지역 미상,올리브영 구로디지털,https://data.visitkorea.or.kr/page/2924638,-,Place
지역 미상,하남시,이마트노브랜드 스타필드하남,https://data.visitkorea.or.kr/page/2924448,-,Place
지역 미상,세부 지역 미상,지오송지오 현대동대문,https://data.visitkorea.or.kr/page/2924670,-,Place
지역 미상,여주시,게스 여주아울렛,https://data.visitkorea.or.kr/page/2924480,-,Shopping
지역 미상,안산시,마이리틀타이거 롯데안산,https://data.visitkorea.or.kr/page/2924633,-,Place
지역 미상,세부 지역 미상,스타일노리터 현대동대문,https://data.visitkorea.or.kr/page/2924443,-,Place
지역 미상,세부 지역 미상,홈플러스익스프레스 명륜2호,https://data.visitkorea.or.kr/page/2924406,-,Place
부산광역시,부산시,닥스키즈 롯데동부산,https://data.visitkorea.or.kr/page/2924216,-,Place
지역 미상,세부 지역 미상,올리브영 석촌역,https://data.visitkorea.or.kr/page/2924958,-,Place
지역 미상,세부 지역 미상,로엠,https://data.visitkorea.or.kr/page/2924768,-,Place
지역 미상,세부 지역 미상,리스트 현대가든파이브,https://data.visitkorea.or.kr/page/2924578,-,Place
지역 미상,세부 지역 미상,겐조 롯데백화점 에비뉴엘 월드타워점,https://data.visitkorea.or.kr/page/2924211,-,Shopping
지역 미상,세부 지역 미상,꼼빠냐,https://data.visitkorea.or.kr/page/2924763,-,Place
광주광역시,광주시,ABC마트 GS광주충장로,https://data.visitkorea.or.kr/page/2924573,-,Place
